sc_point_gid,latitude,longitude,timezone,elevation_m,resource,area_developable_sq_km,capacity_ac_mw,capacity_density_included_area_mw_per_km2,capacity_density_convex_hull_mw_per_km2,dist_spur_km
53707,37.19853,-105.27673,-7,2685.75,4.8981442,1.4948999,30,25.025024,15.353377,42.9674675
53709,37.217403,-105.00323,-7,2520.2222,7.02349,2.9996998,102,37.14629,1.975257,19.82512986
53710,37.22663,-104.86641,-7,2329,6.09609,0.9341999,54,60.06006,2.9550827,19.71594155
53711,37.235718,-104.72957,-7,2218.182,6.7139745,0.6804,54,79.36508,0.79394245,23.31064284
53712,37.24466,-104.59268,-7,2113.2693,7.362212,10.973619,186,18.533464,3.1162522,19.2813831
53713,37.253468,-104.455765,-7,1882.875,7.255141,4.6242003,60,14.844503,4.151582,18.59975972
53714,37.26213,-104.31881,-7,1708.0769,6.057858,7.146,60,8.724861,4.8130097,7.064772721
53715,37.27065,-104.18181,-7,1687.425,6.104489,47.889896,234,5.015432,2.2517807,15.02689609
53716,37.27903,-104.044785,-7,1636.9512,6.258439,56.6667,228,4.2823896,2.5210538,24.54350647
53717,37.28727,-103.90773,-7,1635.4419,6.6755595,51.2775,240,4.9169645,2.399824,29.6110974
53718,37.29537,-103.77064,-7,1667.9048,7.196846,59.553818,252,4.343914,2.561153,44.05276621
53719,37.30332,-103.633514,-7,1711.909,7.530156,33.7149,240,7.437156,2.3412418,53.30641554
53720,37.311134,-103.49635,-7,1725.8536,8.238077,49.704296,240,4.9982505,2.271013,65.07192852
53721,37.31881,-103.35918,-7,1700.1282,8.622656,54.090897,246,4.7027516,2.6574998,65.00440902
53722,37.32634,-103.221954,-7,1628.6471,8.731134,38.2815,252,7.002276,2.415365,53.14587012
53723,37.33373,-103.0847,-7,1582.9512,8.8027315,47.438103,270,6.0146756,2.5393429,41.10396103
53724,37.340977,-102.94742,-7,1517.8572,8.802057,45.297817,252,5.819512,2.4776173,29.50940259
53725,37.348083,-102.81012,-7,1441.5217,8.742745,48.428997,252,5.4418597,2.5447104,17.54205194
53726,37.35505,-102.672775,-7,1376.1945,8.660018,37.197002,228,6.5127597,2.7717748,6.127493501
53727,37.36187,-102.535416,-7,1306.8572,8.624527,9.297001,156,17.043592,2.835179,7.148376618
53728,37.368553,-102.398026,-7,1226.5,8.352035,0.2916,0,0,0,6.915655839
53729,37.37509,-102.2606,-7,1184.3182,8.286174,6.7608004,126,18.993353,1.5789764,18.43565584
53730,37.38149,-102.12315,-7,1142.6052,8.173183,22.109402,228,10.487388,2.2912128,30.39505843
53731,37.387745,-101.98568,-6,1098.0857,8.123997,30.8997,210,6.920963,2.3362226,17.06336362
53732,37.39386,-101.84819,-6,1052.6428,8.119629,43.232403,264,6.2318535,2.4538465,4.087279221
53733,37.399834,-101.71066,-6,1018.3333,8.061527,29.0448,210,7.317507,2.4110494,22.22004543
53734,37.405663,-101.57312,-6,978.2727,8.015,2.9358,144,50.078247,1.5028801,25.5074675
53735,37.41135,-101.435555,-6,951.88464,8.119703,3.4965,126,37.037037,2.2278945,26.56983115
53736,37.416893,-101.29796,-6,930.2,7.999765,1.647,54,34.188034,1.9421715,5.233889604
53737,37.4223,-101.16034,-6,906.25,7.905224,0.9027,0,0,0,22.61558441
53738,37.42756,-101.02271,-6,902,8.290738,0.6867,0,0,0,11.17014285
53739,37.43268,-100.885056,-6,892.8571,8.2995825,2.1159,54,26.350462,2.0428593,2.284629868
53740,37.437656,-100.747375,-6,873.25,8.39465,7.7193,162,21.668472,2.2334776,23.75799349
53741,37.442493,-100.60968,-6,859.1875,8.494764,12.0978,204,17.214754,2.4622488,24.95558441
53742,37.44718,-100.47196,-6,838.2759,8.378727,16.0947,210,13.761107,1.9626335,14.18071427
53743,37.451736,-100.33423,-6,806.6842,8.216076,11.4048,96,9.45878,2.7385633,5.727564928
53744,37.456142,-100.19647,-6,767.8,8.085041,0.22590001,0,0,0,25.16181167
53745,37.460407,-100.0587,-6,787.44446,8.629349,0.729,60,82.30453,1.8743044,15.20095454
53746,37.46453,-99.920906,-6,783.2857,8.626624,2.106,150,71.225075,2.276347,3.643675324
53747,37.468513,-99.7831,-6,747.4,8.635832,0.1872,0,0,0,14.58329219
53748,37.47235,-99.64528,-6,744.6,8.741788,0.4617,0,0,0,24.0471818
53749,37.476048,-99.50744,-6,730.4286,8.9528055,0.9558,54,56.497173,7.3887076,15.32183766
53750,37.4796,-99.36959,-6,719,8.989254,0.5346,0,0,0,13.48940259
53753,37.489407,-98.955956,-6,615.3333,8.65656,4.1688,54,14.035088,7.313683,7.768233765
53754,37.492393,-98.81804,-6,597.80554,8.609983,23.3892,240,11.270304,2.2798548,24.43166881
53755,37.495235,-98.68013,-6,571.6,8.546024,13.568399,228,18.125015,2.3323276,13.64975972
53756,37.497932,-98.5422,-6,559.5278,8.664204,23.6574,234,10.94276,2.5031226,9.341909089
53757,37.50049,-98.40426,-6,533.80646,8.535657,11.4237,192,17.9846,2.012888,9.546396103
53758,37.502903,-98.26631,-6,506.94446,8.497108,2.5065,108,45.351475,1.3539624,9.217279221
53759,37.505173,-98.12834,-6,483.31818,8.4186,3.8888998,120,32.703785,2.1067004,9.217279221
53770,37.520744,-96.61033,-6,477.6,8.994871,0.9477,0,0,0,5.056538957
53771,37.521305,-96.47229,-6,455.66666,8.935156,0.2268,0,0,0,8.476538957
53775,37.522118,-95.920166,-6,323,8.138739,0.0081,0,0,0,23.27381818
53776,37.52196,-95.782135,-6,295.4,7.9791083,0.2736,36,138.88889,2.1543531,2.616396103
53777,37.521664,-95.6441,-6,265,7.7658896,0.0081,0,0,0,2.495512986
53778,37.52123,-95.50607,-6,307.4737,8.225794,1.3985999,60,43.572987,3.4164875,13.22470129
53779,37.520645,-95.36804,-6,301.57693,8.130447,2.4462,186,76.0363,2.216402,15.52367532
53780,37.51992,-95.23002,-6,309,8.235093,0.0891,0,0,0,17.74124025
53781,37.51905,-95.09199,-6,283.93332,7.947936,1.683,60,35.95829,2.586756,23.83099997
53782,37.518044,-94.95397,-6,290.86206,7.9498262,4.1930995,204,49.479736,2.1632164,7.566396103
53783,37.516888,-94.815956,-6,296.7857,8.082254,2.9763,192,66.02703,2.1097114,17.48183766
53784,37.515594,-94.67795,-6,294.6,8.118081,1.4589,60,42.087543,2.0630484,22.29350647
53785,37.514156,-94.53995,-6,289.6,7.9388037,3.2940001,78,24.502874,1.6689528,19.87565584
53786,37.512577,-94.40195,-6,293.8,7.9220552,0.927,0,0,0,25.33587012
53787,37.510853,-94.263954,-6,294,7.844818,0.0567,0,0,0,25.33587012
53788,37.508987,-94.12598,-6,305.5,7.6878366,0.14490001,0,0,0,26.22042856
53789,37.50698,-93.98799,-6,312.1,7.8671274,0.9279001,36,41.928722,3.140266,28.79159739
53790,37.50483,-93.85002,-6,301,7.412359,0.2007,0,0,0,24.92689609
53791,37.502533,-93.712074,-6,316,7.6064415,0.0162,0,0,0,8.171909089
53798,37.482487,-92.746666,-6,393.8,7.4005804,0.3816,0,0,0,19.24410388
53799,37.479053,-92.6088,-6,399,7.3825316,0.4023,0,0,0,18.7221948
53800,37.475475,-92.47095,-6,360.25,7.437625,0.60840005,0,0,0,24.47379218
53801,37.47176,-92.333115,-6,387.76666,7.601869,7.5032997,168,25.018988,2.3503094,24.3160844
53802,37.467896,-92.1953,-6,393.41934,7.5882096,8.1306,144,19.709288,2.183642,33.4810974
53803,37.463894,-92.057495,-6,379.21875,7.311173,15.2487,186,13.849796,2.0057473,31.63057141
53804,37.45975,-91.91971,-6,363.8,7.112583,3.51,60,18.848366,1.7537003,29.62124025
53805,37.45546,-91.78194,-6,378,7.0373497,4.9977,54,11.79941,5.4643955,30.59049999
53806,37.45103,-91.64418,-6,327.68182,6.6098375,6.2289,126,21.66512,2.005717,25.74658439
53807,37.446457,-91.506454,-6,337.35294,7.0713167,6.2523003,78,13.173228,2.2056859,20.89763635
53808,37.441742,-91.368744,-6,354.8,7.3897877,1.3311,30,23.894863,19.389929,14.20520128
53811,37.426746,-90.95572,-6,298.2857,6.6563997,8.6463,72,9.0151005,3.123284,7.593077913
53812,37.421463,-90.818085,-6,274.73077,6.610928,17.559,156,9.477982,1.9075291,18.13057141
53813,37.416035,-90.68047,-6,274.32352,6.681004,15.8103,174,11.894508,1.868102,26.06116882
53814,37.410465,-90.542885,-6,237.52777,6.4978843,12.6972,186,15.515515,1.9817294,15.90505843
53815,37.404755,-90.40532,-6,235.09091,6.8650784,5.5746,132,25.148605,2.2818367,25.23152596
53816,37.398903,-90.26778,-6,241.05882,6.8986726,5.0517,72,15.246808,3.1897926,18.89909089
53818,37.386776,-89.99277,-6,189.5,6.9217825,0.39780003,0,0,0,20.56276621
53819,37.380497,-89.8553,-6,167.33333,6.941348,1.0160999,0,0,0,21.77049999
53827,37.325165,-88.75654,-6,153,6.561203,0.0243,0,0,0,6.577493501
53832,37.285984,-88.070786,-6,160.5,6.871177,0.5445,0,0,0,15.83205194
53833,37.277725,-87.93373,-6,152.35715,6.85197,2.7027001,54,21.574972,2.5583973,4.501097398
53834,37.26932,-87.79671,-6,153.33333,6.6647177,0.1278,0,0,0,9.892051942
53835,37.26078,-87.65973,-6,144.2,6.6921277,1.2096001,30,25.720165,14.109347,2.70374675
53836,37.252094,-87.522766,-6,172,6.9288597,0.49679998,0,0,0,26.0313831
53837,37.24327,-87.38586,-6,125.09091,6.612494,1.3554001,54,43.290043,2.6439288,18.81174024
53838,37.234303,-87.248985,-6,155.54546,6.7829137,1.083357,42,41.81601,2.2788126,25.2213831
53839,37.225193,-87.11214,-6,144.66667,6.5725904,0.27089998,0,0,0,21.42484415
53840,37.215942,-86.975334,-6,140.33333,6.6408863,1.647,36,22.792023,6.009338,1.580071427
53841,37.206554,-86.83856,-6,150.7,6.554742,1.6155001,54,36.630035,5.0380697,2.967350647
53842,37.19702,-86.701836,-6,151,6.5182934,0.2907,0,0,0,25.23527271
53843,37.18735,-86.56515,-6,151.90909,6.3729444,3.0276,54,17.921146,5.015456,12.73322077
53844,37.17754,-86.4285,-6,166.5,6.3145905,1.4282999,36,25.542784,9.578544,8.941980515
53850,37.115707,-85.60944,-6,245.5,6.3774595,0.31230003,0,0,0,8.839188309
53851,37.10491,-85.47308,-6,261.5,6.4464846,0.5022,0,0,0,21.75396103
53855,37.060318,-84.928085,-5,257,6.5690126,0.0081,0,0,0,9.380285707
53858,37.025406,-84.51982,-5,275,5.7535954,0.6156,0,0,0,3.191025971
53859,37.013485,-84.38382,-5,316.4054,5.8774977,18.153,186,11.141661,2.2894096,1.011837662
53860,37.001427,-84.24787,-5,332.05127,6.0364428,19.341,174,9.73334,1.7432082,1.191837662
53861,36.98923,-84.11197,-5,349,6.052113,0.37800002,0,0,0,16.45145453
53862,36.97689,-83.97612,-5,375,6.1953273,0.0162,0,0,0,23.10615583
53863,36.964417,-83.84032,-5,352.75,5.9090395,0.3456,0,0,0,19.96785063
53864,36.951797,-83.704575,-5,436.45834,6.361607,1.6758,90,56.980057,1.4922093,28.03166881
53865,36.93904,-83.56888,-5,555.4286,6.885252,2.6406,150,62.14268,1.5374445,1.154558441
53866,36.926147,-83.43323,-5,602.875,7.008226,1.5804,126,90.43928,1.8692063,23.73880518
53867,36.91311,-83.29763,-5,634.63635,7.1879196,0.7542,54,78.43137,1.8975796,29.37901946
53868,36.899933,-83.16209,-5,675,6.398853,0.0081,0,0,0,21.84240908
53875,36.803818,-82.21478,-5,587.3333,6.096781,0.6399,48,95.57945,7.098694,24.90725322
53876,36.789528,-82.07968,-5,626.6,6.4299216,0.072000004,0,0,0,12.14579869
53880,36.730995,-81.539825,-5,878.6667,6.860371,1.9764,54,30.165913,9.057971,24.40983115
53881,36.716015,-81.405,-5,1018,8.145801,0.0234,0,0,0,41.75753893
53882,36.700897,-81.27025,-5,995.7143,9.4841385,0.72720003,48,72.26739,2.0752227,35.50806491
53883,36.685642,-81.135544,-5,1020.25,8.650923,0.18540001,0,0,0,32.97372075
53886,36.639046,-80.73183,-5,836,8.5767765,0.053099997,0,0,0,19.75961687
53891,36.558624,-80.06018,-5,296.4,5.6791453,0.2187,0,0,0,26.73438959
53892,36.54213,-79.926056,-5,313,6.181277,0.1746,0,0,0,20.85396103
53894,36.50872,-79.657974,-5,181.66667,5.870706,0.405,0,0,0,14.44212337
53895,36.491814,-79.52403,-5,193,6.0681357,0.117,0,0,0,16.12233765
53897,36.45759,-79.25636,-5,167.75,6.2903075,1.2447001,0,0,0,7.328376618
53898,36.440266,-79.12262,-5,164.5,6.4828615,1.1025001,36,35.842293,7.6531715,17.03028571
53899,36.42281,-78.988945,-5,163,6.3397307,0.1134,0,0,0,23.71057141
53900,36.405216,-78.85535,-5,179.5,6.856164,0.84068996,36,47.789726,3.4227529,0
53901,36.38749,-78.72181,-5,166.18182,6.832218,2.7963002,60,22.514915,2.1961968,1.117279221
53902,36.36962,-78.58835,-5,163,6.9211297,0.0135,0,0,0,17.27579869
53904,36.333477,-78.321625,-5,117,6.656719,0.0567,0,0,0,9.957564928
53905,36.3152,-78.18838,-5,100,6.6270623,1.1547,0,0,0,21.56491557
53906,36.29679,-78.05519,-5,83.25,6.5017104,3.2274,60,19.753086,1.6540362,3.823675324
53907,36.27824,-77.92209,-5,76,6.671999,6.0111,54,9.93542,2.8245513,3.821025971
53908,36.25956,-77.78905,-5,68.42857,6.7755394,1.8783001,42,25.170801,5.190135,16.46049999
53909,36.240738,-77.65608,-5,36.4,6.6235576,0.60840005,0,0,0,25.86042856
53910,36.22178,-77.52319,-5,36.6875,6.7006197,2.9709,60,22.722109,1.674127,16.80131168
53911,36.20269,-77.390366,-5,27.266666,6.7487392,3.7395,60,17.636684,2.434467,11.80653896
53912,36.18346,-77.25762,-5,23.09091,6.7943683,1.8522,54,30.721966,1.4890924,18.77975972
53913,36.164097,-77.124954,-5,27.09091,6.853338,8.28801,60,7.574036,3.0767229,23.62166881
53914,36.1446,-76.992355,-5,25.875,6.964186,10.4886,102,10.644626,2.76755,1.033675324
53915,36.124966,-76.85983,-5,24.727272,7.0427537,2.7467997,54,20.449898,2.402852,16.56064284
53916,36.105194,-76.72739,-5,14.5,7.0796895,0.5229,0,0,0,31.54057141
53974,35.138462,-120.32008,-8,454.1579,5.37183,2.8718998,60,23.220713,2.7629828,4.280071427
53975,35.16338,-120.191086,-8,595.1429,5.6907754,1.2456,0,0,0,1.986396103
53976,35.188164,-120.062,-8,850.375,5.762917,0.4005,0,0,0,24.74424674
53979,35.261726,-119.67416,-8,679.76,4.1751204,7.2018,108,17.316017,1.9693005,8.219331163
53985,35.405308,-118.89606,-8,204.25,3.4346435,1.1601001,0,0,0,10.55668181
53986,35.428776,-118.76607,-8,577.3333,3.5515149,0.72989994,42,60.29285,2.8801498,18.17534414
53987,35.45211,-118.63599,-8,1490.8572,4.13326,1.8063,54,32.679737,2.325462,27.51131168
53988,35.47531,-118.50582,-8,1100.3334,3.7616386,0.5112,30,68.587105,13.846931,38.78753893
53990,35.521324,-118.245224,-8,1217,5.8881226,0.044999998,0,0,0,30.39835062
54033,36.38076,-112.56523,-7,1672.7142,5.6187334,2.8737,42,15.954416,8.620027,71.82147397
54037,36.447952,-112.03003,-7,1727,4.8005543,0.0486,0,0,0,95.2929285
54038,36.46441,-111.89607,-7,1548.625,4.456939,1.5533999,42,28.490028,0.93209183,90.0643376
54039,36.48072,-111.76205,-7,1699.8043,5.1525674,85.5774,246,3.1254883,2.2974813,25.49933116
54040,36.496902,-111.62795,-7,1830.8445,5.668326,54.287018,228,4.602379,2.3062353,13.23374675
54041,36.512947,-111.493805,-7,1884.238,6.415421,64.854904,252,4.0430293,2.4029722,1.117279221
54042,36.52885,-111.35958,-7,1839.4147,6.5369816,63.4212,240,3.9017158,2.493986,7.116396103
54043,36.544617,-111.22531,-7,1851.7391,6.5423946,64.90252,252,4.061503,2.4105828,19.00014285
54044,36.56025,-111.090965,-7,1913.5151,6.478256,21.8223,192,9.481482,2.185874,14.44057141
54045,36.575737,-110.95657,-7,1995.1794,6.7798786,49.227303,234,5.1167,2.4127357,6.121097398
54046,36.59109,-110.82211,-7,1934.9062,6.3300924,18.161999,162,9.389671,1.6703227,1.784558441
54047,36.606308,-110.68759,-7,1950.5714,6.314434,27.28244,192,7.5706496,2.124169,0
54048,36.621384,-110.55301,-7,2053.946,6.7225456,38.096096,246,6.927548,2.2602298,1.859116882
54049,36.636326,-110.418365,-7,2136.7368,7.3255963,35.1828,234,7.131298,2.2235827,1.760071427
54050,36.651127,-110.28367,-7,2214.7297,7.8857713,35.38342,246,7.3553815,3.3240151,9.448448045
54051,36.665787,-110.14891,-7,1775.8379,5.750023,48.81232,222,4.7623644,2.4836872,16.25336362
54052,36.680313,-110.0141,-7,1704.5476,5.4115424,58.471203,246,4.2902064,2.3703384,23.59188309
54053,36.6947,-109.87923,-7,1629.0952,5.165276,94.59172,240,2.6123815,2.278177,13.70558441
54054,36.708946,-109.7443,-7,1635.7021,5.3624268,91.190544,210,2.3466623,2.1203725,17.87336362
54055,36.723057,-109.609314,-7,1595.8636,5.661974,40.659214,210,5.40011,2.1016555,26.12732465
54056,36.737026,-109.47427,-7,1781.0975,6.3385735,57.8268,240,4.4866185,2.3440757,26.60756493
54057,36.75086,-109.33918,-7,1833.8096,5.966639,36.2898,234,7.220417,2.212794,25.034987
54058,36.76455,-109.20403,-7,2233.1135,6.954644,36.143017,234,7.6648684,2.2065575,26.27159739
54059,36.778107,-109.06883,-7,1915.1395,6.457903,38.262596,258,7.899765,2.5254755,23.04484415
54060,36.79152,-108.93358,-7,1611.5143,5.6642222,43.3872,204,5.089973,2.244241,14.9474935
54061,36.804794,-108.79826,-7,1555.9667,6.065176,47.2716,216,4.9732685,2.6874206,3.827422074
54062,36.817932,-108.6629,-7,1549.0769,6.281346,14.473801,144,11.209191,2.6840787,0.36
54063,36.83093,-108.52749,-7,1622.5264,6.3804893,43.4466,252,6.4385576,2.304861,6.397493501
54064,36.843784,-108.39201,-7,1654.6666,5.9647636,41.1174,228,6.0900364,2.235024,6.515727266
54065,36.856506,-108.2565,-7,1733.96,5.8929358,11.221199,132,13.163405,1.9928281,11.66226622
54066,36.869083,-108.12093,-7,1813.7059,5.787446,2.137419,60,29.868578,1.5474007,0.127279221
54067,36.881527,-107.98532,-7,1846.8572,5.5812297,1.0953001,60,64.41224,1.2004899,21.41205194
54068,36.893826,-107.849655,-7,1949.1052,5.6847606,3.3174,102,34.31224,1.5370691,26.09644153
54069,36.905987,-107.71394,-7,1974.1428,5.4215612,0.324,36,126.98412,1.0204513,22.72431816
54070,36.918007,-107.57817,-7,1939.4166,5.0387497,0.56430006,60,110.55832,1.2277547,16.3885909
54071,36.92989,-107.44237,-7,1940.4546,4.3715343,0.90450007,114,129.11995,1.6387857,26.04901946
54072,36.94163,-107.3065,-7,2000,4.507076,0.2412,0,0,0,35.86386361
54073,36.95323,-107.1706,-7,2180.9355,4.704971,16.2648,204,13.853237,2.7441792,50.69157139
54074,36.964695,-107.03465,-7,2229.3225,4.6417947,11.2509,180,17.253279,2.2769482,60.44775321
54075,36.976017,-106.89865,-7,2269.4482,4.1882606,10.629,168,18.306038,1.9415684,76.49178567
54076,36.987198,-106.76262,-7,2522.2,4.5640655,13.804199,216,18.739752,2.3902717,89.03376618
54077,36.998238,-106.626526,-7,2619.3,4.705628,3.3804,60,20.35002,6.46862,59.88436359
54078,37.00914,-106.490395,-7,2751.6667,4.749247,1.9449,48,32.20612,2.7442837,79.72493501
54080,37.030525,-106.21801,-7,2705.2,6.571275,10.890901,144,14.643969,3.3918266,52.75298049
54081,37.041004,-106.08175,-7,2529.647,5.9046655,5.3127003,60,12.950013,2.8326607,44.29078569
54082,37.051346,-105.94545,-7,2393.5356,5.5029697,41.061462,198,5.1117616,2.4752493,41.01021428
54083,37.061546,-105.8091,-7,2368.9395,5.8869987,45.034203,210,5.0537868,2.3934946,46.24894803
54084,37.0716,-105.672714,-7,2311.4707,5.9457974,5.2380004,72,14.741109,1.8792092,51.57238308
54085,37.08152,-105.5363,-7,2354.2778,6.1238384,5.0769,66,13.833868,4.46511,57.76274021
54086,37.0913,-105.39983,-7,2654.9443,5.520527,3.6261,60,17.892288,2.7297187,54.6674675
54087,37.10094,-105.263336,-7,2759.7144,5.1613846,2.4506998,48,23.703703,6.6172442,41.2435779
54088,37.110435,-105.12679,-7,2637.5,7.486922,0.18540001,0,0,0,29.20166881
54089,37.11979,-104.99021,-7,2498.75,6.709419,4.0005,156,44.89338,2.054802,15.77403246
54090,37.129005,-104.8536,-7,2262.6,5.8898125,2.6325,162,68.965515,2.0976675,1.880954544
54091,37.138084,-104.71694,-7,2135.35,5.9939113,0.5957999,72,141.09348,1.4142647,5.72646753
54092,37.147015,-104.58026,-7,2003.4546,6.2042847,1.9899,54,28.735632,3.4160616,0.09
54093,37.155807,-104.44353,-7,2079.2068,7.0792027,15.374701,216,15.576324,2.7273297,26.05477272
54094,37.16446,-104.30677,-7,1782.9756,6.0264096,53.0964,252,5.246393,2.3362386,18.75572727
54095,37.17297,-104.169975,-7,1701.7446,5.693797,42.815697,234,5.7092667,2.2219143,5.226396103
54096,37.18134,-104.03315,-7,1703.5,6.2624326,62.334,228,3.7565925,2.2287595,17.11918831
54097,37.189568,-103.896286,-7,1730.3864,6.983225,66.186,246,3.8966346,2.4107018,29.45933116
54098,37.197655,-103.759384,-7,1764.1666,7.430619,55.3968,258,4.912377,2.3523822,42.54835062
54099,37.2056,-103.62247,-7,1854.1,8.160544,55.203304,264,4.9367757,2.4930105,54.2174675
54100,37.2134,-103.485504,-7,1774.641,8.53575,42.5934,246,5.8868713,2.340957,66.03570127
54101,37.221066,-103.34851,-7,1731.4722,8.788579,43.0065,246,6.0222826,2.2832015,68.69202595
54102,37.22859,-103.21149,-7,1622.2307,8.575351,56.121223,264,4.9623313,2.447898,56.87379218
54103,37.23597,-103.07443,-7,1566.7916,8.646491,51.667118,258,5.184221,2.5638425,45.35379218
54104,37.24321,-102.93736,-7,1501.3469,8.697059,53.433895,264,5.144845,2.4247715,33.93923374
54105,37.250305,-102.80025,-7,1437.0278,8.660814,28.247402,204,7.6249423,2.5954297,22.89372075
54106,37.257263,-102.66311,-7,1372.8077,8.612232,10.949401,198,18.978605,2.6002004,23.65099997
54107,37.264076,-102.52594,-7,1298,8.575225,3.5442,60,17.553099,2.8085678,16.89770778
54108,37.270744,-102.38875,-7,1268.3334,8.472794,3.7773001,54,14.84781,3.962164,16.80131168
54109,37.27728,-102.251526,-7,1174.7646,8.295664,4.7808,120,25.455008,3.633329,23.4182792
54110,37.28367,-102.11428,-7,1134.3914,8.161763,11.8809,144,12.414649,2.750386,34.72739608
54111,37.289917,-101.977005,-6,1093.4651,8.125577,42.8454,258,6.1585174,2.7266319,18.70300649
54112,37.29602,-101.83971,-6,1055.683,8.107045,43.333206,228,5.3769145,2.4811502,7.183006486
54113,37.301987,-101.702385,-6,1021.8571,8.139779,27.982801,222,8.164256,2.318268,7.453006486
54114,37.30781,-101.56503,-6,983.94116,8.0836,2.3463001,108,48.134777,1.2749652,20.65916231
54115,37.313488,-101.427666,-6,962.93335,8.197293,2.4759,78,32.978184,1.5724261,14.88727922
54116,37.319027,-101.29027,-6,941.8182,8.222849,1.7063999,96,57.53326,1.5001395,3.33
54117,37.324425,-101.152855,-6,925.3333,8.236163,1.8954,60,31.655588,4.4013114,25.89615583
54118,37.32968,-101.01541,-6,903.6667,8.211749,1.1268001,0,0,0,14.37615583
54119,37.334793,-100.87796,-6,883.2286,8.307133,25.560818,228,9.039226,2.629226,1.53
54120,37.33976,-100.74048,-6,868.4762,8.343757,49.1085,264,5.468556,2.6368012,16.71615583
54121,37.344593,-100.60298,-6,850.71796,8.36412,23.435019,234,10.339617,2.3460968,24.60727922
54122,37.34928,-100.46547,-6,835.2258,8.388417,15.3315,210,14.113188,2.195833,5.398448045
54123,37.35382,-100.32793,-6,787.7857,8.049624,8.9172,156,18.97464,2.0236568,2.179188309
54124,37.358227,-100.19038,-6,765.73334,7.984343,4.7367,60,13.94992,6.022544,13.20925974
54125,37.362488,-100.0528,-6,777,8.587228,2.8026,138,49.23999,3.074643,24.72925974
54126,37.3666,-99.915215,-6,778.3871,8.663186,3.9528,222,56.16272,2.9239292,3.764558441
54127,37.37058,-99.7776,-6,760.1429,8.511298,0.5427,48,88.446655,5.9402375,7.979116882
54133,37.39145,-98.95166,-6,541,7.462263,0.4284,0,0,0,4.348233765
54134,37.39443,-98.81395,-6,526.46155,7.612932,4.9401,84,18.584892,1.291851,3.191025971
54135,37.397266,-98.67623,-6,527.26086,8.157486,5.5143003,108,21.680218,1.8926975,2.045512986
54136,37.399963,-98.5385,-6,539.48,8.61648,5.1271377,168,35.393757,1.729527,13.10226622
54137,37.40251,-98.400764,-6,528.4651,8.6718235,14.4171,240,17.9031,2.2955778,7.310285707
54138,37.404922,-98.263016,-6,509,8.640365,14.911201,186,13.523536,3.608505,2.377279221
54139,37.407192,-98.12525,-6,489.79413,8.695058,17.852322,210,12.771392,2.445577,3.817279221
54140,37.40932,-97.98749,-6,448.4,8.321003,20.239038,216,12.148823,2.7008033,8.687422074
54141,37.411304,-97.84971,-6,409.23077,8.012633,3.565719,60,20.519135,6.7030835,14.23014285
54151,37.4233,-96.4716,-6,398.4375,8.366453,3.3372,96,28.76663,3.1359444,12.18417531
54152,37.423717,-96.33378,-6,391.66666,8.439072,0.1134,0,0,0,22.75520128
54155,37.424114,-95.92028,-6,299.1111,8.054994,0.5706,48,88.446655,0.9199764,3.621837662
54156,37.42396,-95.78244,-6,292,8.127731,0.35819998,0,0,0,23.4138896
54158,37.423225,-95.50679,-6,306.2,8.270259,0.2268,36,158.73016,2.0922093,4.124558441
54159,37.422646,-95.36896,-6,297.25,8.108302,0.7938,60,75.58579,2.9450104,3.78
54160,37.42192,-95.23113,-6,288,8.049978,0.3078,48,155.94542,3.5252385,6.432123369
54161,37.421055,-95.09331,-6,271,7.8597116,5.2245,114,22.094307,3.477155,17.89940259
54162,37.420044,-94.95549,-6,276.91177,7.8849673,8.1504,228,28.403782,2.2992501,19.44174024
54163,37.418896,-94.81767,-6,288.33334,7.9962983,4.7952,144,30.864197,2.609949,5.961837662
54164,37.417603,-94.67987,-6,284.5,7.9078856,0.4212,0,0,0,13.7785909
54165,37.41616,-94.54207,-6,289.05264,7.845162,2.0312998,108,53.333332,2.4802098,24.0396883
54166,37.41459,-94.40427,-6,294.4375,7.8571553,1.0125,60,59.25926,2.3191793,21.95205194
54168,37.411003,-94.1287,-6,322,7.9111576,0.0081,0,0,0,22.01446102
54169,37.408997,-93.99092,-6,320.5,7.8438835,0.4923,0,0,0,16.34007143
54178,37.384537,-92.75139,-6,433,7.583719,0.0081,0,0,0,15.01565584
54179,37.38111,-92.61372,-6,444,8.022656,0.112500004,0,0,0,3.759259736
54180,37.377533,-92.476074,-6,418,7.4347076,0.0081,0,0,0,10.33565584
54181,37.37382,-92.33844,-6,386.5,7.4390874,2.5344002,54,22.675737,3.9146066,22.12099997
54182,37.369965,-92.20082,-6,411.66666,7.772169,4.086,60,16.03335,2.0933723,33.16651296
54183,37.365967,-92.06322,-6,374,6.9598846,0.37889996,0,0,0,44.70835062
54184,37.361828,-91.92564,-6,390.41666,7.401468,9.131399,54,6.5811124,6.414633,36.63348048
54185,37.357544,-91.788055,-6,372.83334,7.3104296,6.1722,60,10.782252,3.4365146,28.70224023
54186,37.35312,-91.65051,-6,343.4,6.9953966,10.6533,144,14.80248,1.9521713,21.9771818
54187,37.348553,-91.51298,-6,323.9375,6.7319584,4.5117,72,17.742292,3.3143642,10.80484415
54192,37.323586,-90.8256,-6,249.73914,6.6654396,16.191818,144,9.4211855,2.0412664,12.41844805
