sc_point_gid,latitude,longitude,timezone,elevation_m,resource,area_developable_sq_km,capacity_ac_mw,capacity_density_included_area_mw_per_km2,capacity_density_convex_hull_mw_per_km2,dist_spur_km
799,48.981266,-122.20848,-8,149,5.7778444,0.0081,0,0,0,36.56887661
1180,48.913666,-122.00313,-8,389,3.201168,0.117,0,0,0,52.87761036
1543,48.34684,-124.6527,-8,205.58824,7.7493987,2.3625002,78,45.422783,4.4661393,60.61560385
1566,48.975403,-120.99652,-8,1258,3.5202122,0.0567,0,0,0,33.80290906
1567,49.00084,-120.83574,-8,1705,8.072559,0.0081,0,0,0,57.41753893
1923,48.253456,-124.603775,-8,176.96875,6.897178,12.1815,204,20.148148,2.2019622,35.9474675
1924,48.282444,-124.44678,-8,210.63333,7.203063,4.6359,168,46.608406,2.408584,33.23092855
1939,48.698677,-122.07284,-8,431,5.464185,0.0369,0,0,0,29.22350647
1949,48.956573,-120.47116,-8,1858.5,6.347158,0.0243,0,0,0,173.6533311
1950,48.98149,-120.31018,-8,2077.5,6.736192,0.0243,0,0,0,69.57877918
2303,48.16008,-124.55502,-8,119.62162,6.43922,12.8367,192,18.34652,1.8066213,27.659974
2304,48.189014,-124.398254,-8,258.3611,6.789388,6.3765,204,42.18624,2.1380854,19.02682466
2305,48.217796,-124.24133,-8,206.53334,6.3666105,13.923,162,13.986014,2.2750578,29.40085712
2319,48.60449,-122.02792,-8,280.44446,4.7493525,1.3328999,42,41.152264,2.3960834,19.39961687
2320,48.630936,-121.868675,-8,846.7273,4.537079,0.4932,54,130.71895,4.3290043,17.27689609
2321,48.657234,-121.709274,-8,369.8,3.0538375,0.6237,48,91.16809,9.588877,1.722792206
2333,48.960426,-119.78502,-8,1473.8334,5.6505194,0.3924,24,67.340065,14.413932,24.34166881
2334,48.984657,-119.62373,-8,702.94446,5.483537,5.1093,84,17.91083,5.3485017,21.00947402
2682,48.037666,-124.662796,-8,99.26087,6.741695,8.645399,132,19.873531,3.256564,22.34622725
2683,48.0667,-124.506424,-8,117.26316,6.4059496,23.1498,210,11.641637,2.2977922,19.93961687
2684,48.095585,-124.3499,-8,226,6.567976,9.8667,198,25.569502,2.6622055,7.679331163
2685,48.12431,-124.19321,-8,361.6857,6.781031,8.3853,210,34.068233,2.1918867,4.062792206
2686,48.152885,-124.03636,-8,342.89655,6.414802,14.9939995,168,13.028104,2.212466,25.73799349
2696,48.43015,-122.45928,-8,67,6.0759926,0.2016,0,0,0,8.862123369
2698,48.48374,-122.14202,-8,1035,7.529341,0.0081,0,0,0,22.82336362
2699,48.5103,-121.98317,-8,96,4.7599487,3.6828,54,16.792612,4.0294147,17.32851947
2700,48.536705,-121.82416,-8,282.94446,4.8154063,3.5955002,60,18.896448,2.3583417,14.9421948
2701,48.56295,-121.66501,-8,160.33333,3.3819268,0.3366,0,0,0,7.126538957
2702,48.58904,-121.50571,-8,1168,5.0251713,0.0162,0,0,0,19.38307791
2703,48.61497,-121.34625,-8,1191,3.5860052,0.1719,0,0,0,28.08438959
2707,48.717117,-120.706985,-8,1960.5,7.2175508,0.0324,0,0,0,29.18622725
2712,48.841232,-119.90466,-8,1672.0667,6.166069,3.2310002,60,24.44689,4.913927,26.54534414
2713,48.865578,-119.743774,-8,1211.4706,5.124296,2.1834,60,35.106197,2.148108,13.91601297
2714,48.889763,-119.58274,-8,743.6316,5.957988,3.1553998,90,31.74603,1.8138552,26.58947402
2715,48.913788,-119.42158,-8,619.0833,6.2444954,1.2681001,54,47.96163,1.5719563,3.178233765
2716,48.937653,-119.26027,-8,1137.8334,4.6662936,3.3201,60,20.02002,1.849447,13.5074935
2717,48.961357,-119.09882,-8,1205.8235,5.250496,2.7954001,60,24.44689,2.8020582,37.68615583
2718,48.984894,-118.93724,-8,1211.7778,5.217675,3.8349001,138,37.28017,2.624955,46.07534414
3062,47.944336,-124.61412,-8,78.75,6.828942,3.6774,54,19.267822,10.511099,16.91579869
3063,47.97332,-124.45799,-8,101.125,6.0731235,10.0089,132,16.544464,2.3062143,4.28646753
3064,48.002148,-124.30169,-8,285.85715,6.088332,6.9588003,192,37.094997,2.078245,11.83212337
3065,48.030823,-124.14524,-8,421.7647,6.2084346,0.9144,60,101.47134,3.5077105,8.566538957
3066,48.05935,-123.98863,-8,692.1429,6.690926,0.42300004,0,0,0,22.76689609
3067,48.087723,-123.831856,-8,398.26666,5.888881,2.6262,60,28.935184,5.491036,7.536610383
3068,48.115936,-123.67493,-8,254.63637,5.51048,1.3554,48,39.24454,1.7514018,23.88792206
3075,48.309135,-122.5721,-8,23,6.334723,0.3222,0,0,0,44.52460387
3077,48.362938,-122.25563,-8,180,5.460461,0.015299999,0,0,0,26.94637011
3078,48.389606,-122.09717,-8,770.75,5.6957517,0.1872,0,0,0,11.56851947
3079,48.416115,-121.93855,-8,658.5,4.6151814,0.6957,42,64.81481,0.87227416,21.96329219
3080,48.44247,-121.77979,-8,204,3.9624927,0.0324,0,0,0,13.20131168
3081,48.46867,-121.62088,-8,368.7,3.6886697,1.0701001,54,60.06006,1.183502,6.801168825
3082,48.49471,-121.46182,-8,556,3.852845,0.0162,0,0,0,24.74159739
3090,48.697357,-120.18414,-8,1061.8572,3.5900903,0.5895,24,46.296295,1.8758867,28.45343505
3092,48.746437,-119.8633,-8,1645.7826,6.6470656,3.5307002,126,44.191917,2.0718641,25.29594155
3093,48.770737,-119.70266,-8,1295.2632,6.180794,2.0601,60,33.97893,3.646568,22.24078569
3094,48.794876,-119.541885,-8,528.8276,5.407377,9.2871,162,20,2.091666,14.27116882
3095,48.818855,-119.380974,-8,599.1667,5.8487926,2.9187,54,19.607843,1.6894286,16.24057141
3096,48.842674,-119.219925,-8,1295.8148,5.306709,6.453,132,21.641829,1.3914984,24.99725322
3097,48.866333,-119.05874,-8,1306.0312,5.2565217,18.288902,180,10.165701,2.4519963,28.47947402
3098,48.88983,-118.897415,-8,1081.862,4.582892,6.8706007,126,19.59138,2.1667466,38.86209737
3099,48.91317,-118.73596,-8,1101.7142,5.578557,2.9376001,90,34.9406,1.8602921,38.32474672
3100,48.936348,-118.57437,-8,953.9643,4.3551335,9.818019,180,20.519135,2.3523417,36.31916231
3101,48.959362,-118.41264,-8,1363.25,4.989217,1.9718999,60,32.92181,3.4744804,61.67796749
3102,48.982216,-118.25078,-8,1156,4.1299944,0.14490001,0,0,0,48.55011686
3443,47.879936,-124.40971,-8,187.69698,6.0975957,13.3542,210,20.908005,2.279127,11.67396103
3444,47.908714,-124.25365,-8,232.86667,5.871358,2.5452,60,36.31082,6.286491,22.53042856
3446,47.965813,-123.941055,-8,1000.5,6.57452,0.0144,0,0,0,40.79202595
3454,48.188065,-122.68443,-8,36.333332,6.61316,0.0972,0,0,0,21.37322077
3458,48.29547,-122.05246,-8,265.33334,4.5667315,1.1231999,42,41.48148,1.5388589,19.69145453
3459,48.321934,-121.8941,-8,529.5714,4.477204,2.1491997,54,31.298904,5.794582,7.157422074
3461,48.37439,-121.57692,-8,492.1875,2.6820893,1.8711,78,47.671432,2.2661874,1.049116882
3469,48.57793,-120.302376,-8,768.875,5.4192934,0.93329996,60,74.07407,1.6071569,16.574987
3470,48.60266,-120.14241,-8,1020.7727,3.252306,2.601,84,36.008232,2.1303353,16.6713831
3472,48.651646,-119.82207,-8,1279.1177,5.242694,1.5021001,84,70.54674,2.3263834,23.33092855
3473,48.6759,-119.6617,-8,1013,5.989122,0.87210006,48,60.46863,3.1647134,14.38785063
3474,48.699993,-119.501175,-8,540.0455,5.4669595,5.2803,66,14.370631,3.149922,4.121909089
3475,48.72393,-119.340515,-8,678.63635,4.272973,4.5620995,114,27.980267,1.393401,8.740142853
3476,48.747704,-119.17972,-8,1245.6774,5.4082613,18.2961,186,10.852062,2.2861764,20.93116882
3477,48.77132,-119.01879,-8,1234.8422,5.672464,5.3298,60,11.909015,3.4603274,32.339974
3478,48.794773,-118.85773,-8,1244,5.543819,5.8644,108,19.102198,1.6086665,24.32887661
3479,48.81807,-118.69653,-8,1062.5385,5.8859663,7.0560007,138,23.30648,2.2123766,22.41594155
3480,48.8412,-118.535194,-8,1262.1852,5.001749,9.0782995,150,19.47268,2.5117695,28.8235779
3481,48.864174,-118.37372,-8,1397.9697,5.8330855,9.175501,162,19.120459,2.1274583,32.04283764
3482,48.886982,-118.21213,-8,754.36365,4.0100665,3.5037003,114,38.66504,1.9171876,34.60431816
3483,48.909634,-118.0504,-8,918.76666,4.713478,5.4198003,168,33.185184,2.011348,36.15835062
3484,48.93212,-117.88853,-8,756.92,4.120353,1.9566002,132,73.7389,1.7333668,26.56078569
3485,48.95445,-117.72654,-8,649.75,3.6430933,1.6911,60,37.986706,2.7683039,21.99682466
3486,48.976612,-117.56442,-8,983.8,3.9142747,1.1313001,66,60.807076,1.5603002,19.78940259
3487,48.99861,-117.402176,-8,910.1429,3.8372803,1.5147,36,25.69043,11.212533,3.988233765
3823,47.786552,-124.3616,-8,151.96666,5.727807,3.7845001,108,37.771484,1.695586,27.01078569
3824,47.815277,-124.205765,-8,201.44444,5.1624293,3.321,120,45.02983,1.8093783,28.45078569
3825,47.843853,-124.049774,-8,350.86667,4.531182,2.9474192,60,24.366472,2.6607068,43.9457727
3831,48.012085,-123.11058,-8,589.3333,3.89626,0.0567,0,0,0,36.88364933
3832,48.03959,-122.953514,-8,399.5,4.446445,0.0639,0,0,0,23.37240908
3838,48.20134,-122.007904,-8,538.2,5.5720663,0.35999998,0,0,0,24.99880518
3839,48.227757,-121.84978,-8,717.125,5.7299576,1.2132,48,46.296295,2.3841987,7.591980515
3840,48.254013,-121.69151,-8,339,4.062323,0.41039997,0,0,0,26.14696752
3841,48.280113,-121.5331,-8,519.55554,3.1037366,0.5112,42,112.72142,2.1035945,3.498305192
3842,48.30606,-121.37453,-8,474,2.957502,0.0063,0,0,0,14.95124025
3848,48.458435,-120.420105,-8,914.5,3.8933682,0.1134,0,0,0,19.32770778
3849,48.48328,-120.26053,-8,938.2,4.4258165,0.28800002,36,164.60905,3.910427,21.31410388
3850,48.507965,-120.10082,-8,991.4286,3.5504827,1.3184999,42,40.195232,5.920218,20.42689609
3851,48.532494,-119.94098,-8,1240,4.678777,0.5175,0,0,0,20.85131168
3852,48.55686,-119.78099,-8,970.96,3.874033,4.2201,126,33.026657,1.712542,27.28453244
3853,48.58107,-119.62086,-8,679.55,5.6253557,2.3544,78,38.67321,3.2130897,22.9713831
3854,48.605118,-119.46059,-8,637.35486,5.581807,8.815499,150,20.485086,1.8233865,23.2424805
3855,48.629013,-119.300186,-8,1016.16,5.223589,6.6618,126,21.106588,1.2505639,14.80587012
3856,48.65274,-119.139656,-8,1120.9231,4.910333,7.0911,78,12.489792,1.7966748,25.20438959
3857,48.67631,-118.97898,-8,1309.7941,5.7935853,16.739998,186,11.978593,2.514296,23.63975972
3858,48.699722,-118.81818,-8,1119.25,5.4829044,6.1164,138,25.542784,2.2431674,11.43594155
3859,48.722973,-118.65723,-8,1161.7142,5.0301995,0.585,0,0,0,9.628448045
3860,48.746063,-118.496155,-8,1411.6923,5.347775,3.9258,60,16.497566,3.9039161,14.53322077
3861,48.76899,-118.334946,-8,1261.36,5.083945,6.3315005,138,24.549046,2.2017365,26.07350647
3862,48.791763,-118.1736,-8,844.087,3.931823,2.9285998,96,36.023865,2.0653722,21.59314934
3863,48.814365,-118.01213,-8,688.2632,4.8342404,2.7567,84,34.7999,1.9316138,30.73696752
3864,48.83681,-117.850525,-8,850.38464,4.4728603,0.64259994,54,91.3242,2.0189784,19.52424674
3865,48.859097,-117.6888,-8,898.7308,4.059487,4.2858,114,29.817953,1.7821352,7.045584412
3866,48.881218,-117.52693,-8,1081,3.9762003,0.5472,0,0,0,13.55866233
3867,48.90318,-117.36495,-8,856.4,3.9165978,1.7622001,60,36.489693,3.3578455,1.191837662
3868,48.924976,-117.202835,-8,901,3.7267377,0.0486,0,0,0,26.98255193
3869,48.94661,-117.040596,-8,1500.8,5.166941,0.0639,0,0,0,33.38379218
3870,48.968082,-116.87823,-8,1467,5.812752,0.9998999,48,52.441822,5.71621,30.19057141
3871,48.98939,-116.71574,-8,1547,7.213266,7.3305,120,17.206522,3.1016407,18.0974935
4203,47.69316,-124.31364,-8,168.55882,5.928946,3.7458,144,51.67959,1.5018644,39.4382792
4204,47.72184,-124.158035,-8,306.16666,5.551218,10.6803,210,28.742712,2.209324,40.04004543
4205,47.750362,-124.00227,-8,571.25,5.647673,2.7144,216,115.44012,2.389811,46.34598698
4206,47.778736,-123.84636,-8,706,6.024834,0.0162,0,0,0,90.85889604
4212,47.945747,-122.90765,-8,566,5.212845,0.0072,0,0,0,15.38314934
4218,48.10721,-121.96349,-8,240.75,4.410429,0.126,0,0,0,23.17057141
4219,48.133575,-121.80562,-8,272.5,4.513145,0.0954,0,0,0,27.86601297
4221,48.185844,-121.48941,-8,525.1429,4.1411853,0.4779,30,75.58579,24.366472,16.51322077
4228,48.36384,-120.37816,-8,1062.5,4.4324574,0.29340002,36,134.68013,4.7764044,22.99057141
4229,48.388634,-120.21884,-8,975.6818,3.7696884,5.9184003,132,24.956043,2.7836545,10.11947402
4230,48.413277,-120.05937,-8,1092.5,4.124203,0.5508,24,51.085567,11.9751625,13.57035713
4231,48.43776,-119.89978,-8,1233.7693,5.2771487,1.6038,54,48.6618,5.9241705,28.51629868
4232,48.462082,-119.740036,-8,989.0714,5.110919,2.1654,138,76.058205,1.6719165,17.91064284
4233,48.486244,-119.58017,-8,581.4375,4.9273715,2.4336002,60,29.748625,4.2412868,9.516610383
4234,48.51025,-119.42015,-8,844.6957,5.407661,6.930819,138,27.612701,1.7675953,11.9913831
4235,48.534096,-119.26,-8,1219.1428,5.285663,8.9019,168,24.201565,1.6666163,22.72057141
4236,48.557785,-119.09972,-8,1206.963,5.044644,8.451,132,16.21522,2.162563,36.14181167
4237,48.58131,-118.9393,-8,1182.2424,5.867985,13.669201,156,11.910488,2.4614818,22.43777921
4238,48.60468,-118.77875,-8,1032.7941,5.357804,13.6494,192,16.280016,2.0174298,10.58116882
4239,48.627884,-118.618065,-8,1239,5.302174,8.0937,162,22.573364,1.9790193,3.715584412
4240,48.650932,-118.457245,-8,1475,6.3964653,1.8684001,60,37.60105,6.672839,3.882792206
4241,48.673817,-118.296295,-8,1179.8334,5.0482492,3.6144001,120,36.85277,2.3735363,9.92668181
4242,48.69654,-118.13521,-8,855.1539,4.3613644,4.8861003,60,13.81979,5.3701043,8.581980515
4243,48.71911,-117.974,-8,757.8889,4.335448,1.2078,42,37.30349,1.4848754,25.03763635
4244,48.74151,-117.81265,-8,1209.375,5.723808,2.3922,60,30.993336,2.1614845,29.55901946
4245,48.763752,-117.651184,-8,1018.5517,4.684263,4.7043,156,36.75431,1.983751,3.47646753
4246,48.785835,-117.48959,-8,1003.875,4.5559354,6.1497,108,20.232676,2.1061046,0.09
4247,48.807755,-117.32786,-8,1104.5834,4.5348024,0.81629986,66,89.54009,1.5663825,7.424772721
4248,48.82951,-117.16601,-8,1472.6,5.091889,0.39599997,60,176.36684,1.9120824,19.76491557
4249,48.8511,-117.00403,-8,1098.04,3.1356986,4.7979,120,28.600029,2.4307747,48.30944802
4250,48.872536,-116.841934,-8,1390.0358,5.038953,7.6086,162,25.445293,2.1883702,39.87438959
4251,48.893806,-116.6797,-8,1505.1578,6.473089,7.4592004,78,12.267044,3.114509,26.70725322
4252,48.914913,-116.51735,-8,644.5,4.848212,1.5209999,0,0,0,5.531025971
4253,48.935856,-116.35488,-8,950.3182,5.949533,5.319,96,18.962963,3.1225157,2.495512986
4254,48.956635,-116.19228,-7,997.8182,4.9121337,0.7245,54,82.30453,2.160994,34.36785063
4255,48.977253,-116.02957,-7,1606,7.6870723,0.0162,0,0,0,92.1171558
4256,48.997707,-115.86673,-7,1663,8.15612,0.0243,0,0,0,102.2136948
4583,47.599773,-124.26582,-8,113.4,5.617123,16.119902,168,12.732192,1.8865509,50.59937659
4584,47.6284,-124.11046,-8,234.65715,4.9298887,13.5792,180,16.161615,1.9299327,66.1071558
4585,47.65687,-123.95494,-8,482.21054,5.249026,1.3887,72,78.662735,1.8344417,80.72927917
4596,47.959976,-122.23407,-8,174,5.9128175,0.0324,0,0,0,8.48668181
4598,48.01308,-121.919235,-8,181,4.658917,0.0711,0,0,0,24.14887661
4599,48.039402,-121.7616,-8,604,4.4573236,0.0081,0,0,0,25.86792206
4600,48.065563,-121.60381,-8,526.5,3.9812632,0.0234,0,0,0,26.55813634
4608,48.26924,-120.33635,-8,1388.3334,5.6108017,0.1251,0,0,0,25.28159739
4609,48.293995,-120.17728,-8,929.1579,4.7230263,1.5021001,138,105.16689,1.8277495,11.26124025
4610,48.318592,-120.01807,-8,943.0714,4.3996687,2.6541002,60,23.972193,3.5007865,24.89711037
4611,48.343025,-119.85872,-8,1000.8788,5.207663,9.4059,210,24.094727,2.2496223,22.18851947
4612,48.367306,-119.699234,-8,723.1429,4.5682015,1.4202,54,41.928722,6.753648,9.699259736
4613,48.391426,-119.53961,-8,554.1818,5.165231,2.9781,54,19.96008,5.1390386,4.202863633
4614,48.415386,-119.37985,-8,882.871,5.035108,10.5102,168,19.94302,1.8926796,9.358448045
4615,48.43919,-119.219955,-8,1218.9697,6.2197294,5.2002,174,38.02032,2.020082,21.40035713
4616,48.46283,-119.05992,-8,1203.9697,5.4407306,11.1537,210,22.524696,2.0893648,37.30651296
4617,48.486313,-118.89976,-8,1105.4286,5.4284472,5.0571003,144,32.32323,1.7388289,28.86725322
4618,48.509636,-118.739456,-8,980.51514,5.3022137,10.6128,228,24.223879,2.368859,20.55417531
4619,48.532803,-118.579025,-8,1355.4584,5.830817,4.6440005,102,24.739868,2.2967076,11.03226622
4620,48.555805,-118.41847,-8,1203.0555,5.116457,2.4057,60,27.53683,4.094578,26.55329219
4621,48.57865,-118.257774,-8,914.48,4.4601655,5.4639,120,24.366472,1.8848364,0.577279221
4622,48.601334,-118.096954,-8,839.25,5.2571917,0.2268,0,0,0,28.12057141
4623,48.623856,-117.93599,-8,802.2,4.5903964,0.1197,18,170.94017,0.8560178,23.12205194
4624,48.646217,-117.77492,-8,1082.1852,4.8659544,3.2454,108,35.180298,2.5157385,0.344558441
4625,48.66842,-117.61371,-8,1190.138,5.6646647,7.479,186,28.454725,1.7927859,24.71336362
4626,48.690456,-117.45236,-8,1057.421,5.134943,4.5081,72,17.885088,4.5240808,1.371837662
4627,48.712337,-117.29089,-8,1270.5,4.88516,1.3563001,60,47.48338,2.0117435,11.45668181
4628,48.734047,-117.1293,-8,1303.909,4.210885,0.76049995,54,80.32128,1.3287344,23.80961687
4629,48.755608,-116.96759,-8,1225.1923,4.2446675,8.1737995,144,19.281755,2.1518552,56.86694152
4630,48.776997,-116.805756,-8,928.61536,3.5366905,5.6429996,66,13.0162115,5.0293674,37.75386361
4631,48.798225,-116.64378,-8,1793.5,6.9760904,0.2574,36,185.18518,10.44052,24.54505843
4632,48.819294,-116.481705,-8,535,5.506408,0.0162,0,0,0,23.4096883
4633,48.8402,-116.3195,-8,898.8095,5.603989,5.7051005,108,20.356234,2.5063033,22.45322077
4634,48.86094,-116.157166,-8,1131.4348,4.207977,8.453701,108,13.30672,2.5052168,29.3571818
4635,48.881516,-115.99472,-7,1548,6.8924947,0.0117,0,0,0,32.19350647
4636,48.90193,-115.83215,-7,1166.8667,5.3189907,3.5451002,66,21.386215,4.4456787,37.93121425
4637,48.922184,-115.669464,-7,1130.12,4.4653463,8.098201,150,20.621958,2.1770508,56.00687009
4638,48.94227,-115.50667,-7,1338.6471,4.5042467,7.1019006,108,17.36111,3.8078964,69.55913632
4639,48.962193,-115.34374,-7,1225.0834,5.6433115,3.0968997,60,21.915407,4.9796085,53.61789606
4640,48.981953,-115.18071,-7,838.5,4.7278175,6.8336997,60,9.0555105,4.4387856,49.42298049
4963,47.506382,-124.218185,-8,105.72727,5.9770427,49.6656,240,6.1256213,2.7899766,39.81372075
4964,47.534954,-124.06305,-8,219.70967,5.138945,17.019,192,12.716579,1.9276353,38.0935779
4965,47.56338,-123.907745,-8,506,6.4619293,0.028799998,0,0,0,39.63372075
4976,47.865944,-122.189476,-8,3,4.946835,0.054899998,0,0,0,17.74124025
4978,47.918953,-121.87512,-8,144.83333,4.5891824,0.32129997,36,113.96011,4.190895,2.97374675
4979,47.94523,-121.71773,-8,382.07144,4.2406354,2.6648192,54,24.420025,4.584291,15.85763635
4980,47.97134,-121.56018,-8,640,4.5020084,0.0585,0,0,0,18.31696752
4989,48.19936,-120.13586,-8,779.381,4.09424,1.7721001,54,35.27337,2.8544583,23.789974
4990,48.223907,-119.97689,-8,921.6486,5.738959,11.9214,240,22.844742,2.497753,21.30880518
4991,48.2483,-119.817795,-8,739.4,5.433315,6.5871,180,29.868578,2.116344,19.40491557
4992,48.272533,-119.658554,-8,538.5484,5.0413585,6.0002995,144,27.777779,1.6332825,13.45961687
4993,48.296608,-119.49919,-8,753.5,5.777338,2.0259001,72,39.506172,1.5580907,1.101837662
4994,48.320526,-119.339676,-8,799.0333,5.079143,7.4052005,204,34.126266,2.4834127,21.73212337
4995,48.344284,-119.18004,-8,1067.6111,5.1025324,9.7911005,186,22.143648,1.9163823,28.35813634
4996,48.36788,-119.02026,-8,1137.1177,5.6795297,4.3542,174,46.296295,1.7362397,32.54071427
4997,48.391323,-118.86035,-8,1044.25,5.299266,11.3139,192,20.540472,2.016424,36.05555842
4998,48.414604,-118.70031,-8,1008.625,5.328302,10.368,222,26.660902,2.1696177,31.55446102
4999,48.43773,-118.54013,-8,1342.2222,6.345282,5.4072,192,44.140976,2.2357228,22.57520128
5000,48.460686,-118.37982,-8,999.6539,4.485172,2.4561,114,54.762936,1.4627609,26.07615583
5001,48.48349,-118.21938,-8,698.95,4.295869,3.3705,66,22.44669,2.3432517,40.79312334
5002,48.50613,-118.058815,-8,909,5.398642,0.7839001,0,0,0,27.7424805
5003,48.52861,-117.89812,-8,813,5.1028323,0.0648,0,0,0,22.5021948
5004,48.550934,-117.73729,-8,1006.7692,4.7563653,3.6117003,54,17.54386,2.8526602,18.75152596
5005,48.57309,-117.57634,-8,1138.4,5.1793265,2.4020998,54,25.542784,4.0862193,26.31527271
5006,48.59509,-117.41527,-8,996.8571,4.4444375,6.7590003,114,18.69067,1.5328823,4.531980515
5007,48.616924,-117.25406,-8,1004.3333,3.8894324,13.7484,192,15.85532,1.9441147,9.703006486
5008,48.6386,-117.09273,-8,1084.6154,3.6444242,8.4276,144,19.136467,2.3429663,22.73601297
5009,48.660114,-116.931274,-8,922.931,3.454211,14.724,174,12.613906,2.5418718,61.66142853
5010,48.681465,-116.7697,-8,1346.4166,5.052031,1.4409,78,58.009815,3.464551,31.86018828
5011,48.702656,-116.608,-8,1620.4,7.3382325,4.0365,174,50.426014,2.1233337,21.52078569
5012,48.72368,-116.44618,-8,921.65216,5.6759315,4.518,78,19.25926,6.499713,16.754987
5013,48.744545,-116.28423,-8,945.8889,5.575017,1.9944,48,24.588903,7.329531,9.442051942
5014,48.765247,-116.12217,-8,885.45,4.200611,7.2342005,120,16.970005,2.9245243,19.27873375
5016,48.806164,-115.79768,-7,1167.7368,4.9549823,11.6397,114,10.605934,3.1504767,28.13555842
5017,48.826378,-115.63527,-7,1159.36,4.1404815,15.775201,168,11.717933,2.3942237,41.65959087
5019,48.866314,-115.310074,-7,1112.8889,6.1269283,2.6847,60,23.972193,5.1701837,48.83400646
5020,48.886036,-115.14731,-7,1018.43475,5.2678366,10.871099,144,14.075833,1.8309976,34.19004543
5021,48.905594,-114.98442,-7,940.25,4.56547,1.4094,48,34.858387,4.3841624,29.7171818
5024,48.963284,-114.495094,-7,1475.5,5.4423676,0.1053,0,0,0,43.06340905
5025,48.98218,-114.33176,-7,1533.5,4.9151073,0.0162,0,0,0,74.48994801
5342,47.384308,-124.32545,-8,68.411766,6.613878,5.1003003,66,18.476526,3.062315,21.35668181
5343,47.412983,-124.1707,-8,94.97222,6.0685406,28.9656,204,8.868023,2.1681445,25.1260844
5344,47.44151,-124.015785,-8,103.55556,4.9548016,18.979202,168,11.241594,1.9505814,23.88042856
5345,47.469883,-123.86072,-8,123,4.107419,1.4111999,0,0,0,27.03527271
5358,47.824825,-121.831154,-8,290.42856,4.540143,6.4646997,102,18.383347,3.7020879,25.22777921
5359,47.85105,-121.673996,-8,564.3333,4.248814,1.3644,30,24.52784,6.5360336,1.595512986
5369,48.104725,-120.094574,-8,836.03845,3.6348476,4.1958,132,33.32576,2.0848665,23.75049999
5370,48.12923,-119.93585,-8,640.06665,4.9735827,5.9985,150,30.864197,1.8829732,11.50675324
5371,48.153576,-119.77701,-8,516.4583,5.039601,3.654,60,17.979145,3.0421267,25.33696752
5372,48.177765,-119.61803,-8,568.09375,5.353588,27.581402,198,8.1103,2.2721775,22.85424674
5373,48.201797,-119.45891,-8,742.8372,5.892554,13.320739,186,14.824379,1.7900836,12.05049999
5374,48.22567,-119.299644,-8,589.8571,4.5596337,11.309401,180,19.544611,1.8211951,11.66116882
5375,48.249386,-119.14026,-8,873.4318,4.7244782,12.9645,198,17.422983,1.8844111,20.28417531
5376,48.27294,-118.98073,-8,777.4,4.085283,3.5684998,162,49.382717,1.5580378,18.49851947
5377,48.296337,-118.82107,-8,933.9,5.28282,9.908099,210,24.904827,2.13976,25.06276621
5378,48.31958,-118.661285,-8,951.8571,4.990126,6.3837,174,31.223083,2.393642,33.12174024
5379,48.342655,-118.50136,-8,1226.2162,5.9500127,6.6735,180,34.135517,1.7387687,51.91429217
5380,48.365574,-118.34131,-8,875.63635,5.1452136,3.2499,114,43.4385,1.4508731,25.36255193
5381,48.388332,-118.18112,-8,678.7273,4.898533,0.94500005,0,0,0,27.05711037
5382,48.410934,-118.02081,-8,911.5,5.131397,0.1728,0,0,0,15.49873375
5383,48.433372,-117.86038,-8,659,4.381421,0.6606,36,64.41224,5.8605146,1.558233765
5384,48.45565,-117.699814,-8,880.3333,4.1086507,0.081,0,0,0,31.40424674
5385,48.477768,-117.53911,-8,1284.2,5.558328,1.152,60,56.980057,1.7833179,24.35071427
5386,48.499725,-117.378296,-8,919.5862,3.9359164,6.9543,132,20.706858,1.754895,2.278233765
5387,48.52152,-117.21735,-8,1067.6538,4.1872687,5.6394,150,32.03896,2.5141957,29.73262336
5388,48.54316,-117.056274,-8,995.7,4.0232244,6.6752996,114,22.059677,3.8860006,17.81579869
5389,48.56463,-116.89508,-8,975.3333,3.6758916,1.4355,48,35.06465,1.717458,51.84128568
5390,48.58594,-116.733765,-8,1377.6364,4.644798,1.6415999,60,44.355732,3.5822072,29.26078569
5391,48.607094,-116.57233,-8,1241,6.1382127,4.7484,66,15.609479,6.1775985,26.53520128
5392,48.62808,-116.41077,-8,873.3571,6.324278,2.4471,60,26.267403,3.8458073,26.5660844
5393,48.648907,-116.249084,-8,1134.5,4.865806,0.3483,0,0,0,7.787422074
5394,48.66957,-116.08729,-8,915.1739,4.1789303,8.6435995,120,14.481735,2.488573,0.434558441
5395,48.690067,-115.92537,-7,924.44446,5.193574,1.6533,42,27.580772,8.205769,14.1321948
5396,48.710407,-115.763336,-7,1347,7.0255656,0.47970003,0,0,0,24.03438959
5397,48.730583,-115.60118,-7,1291.7,4.7948937,4.0662,54,14.336918,3.9493709,34.95637011
5398,48.750595,-115.43891,-7,1263.5,6.183908,0.33299997,0,0,0,43.6746753
5399,48.770443,-115.27653,-7,1246.1177,6.349237,1.5993,66,49.68383,0.991983,38.82637011
5400,48.790127,-115.11402,-7,1279.5555,5.70211,12.9897,150,12.353915,1.8875391,25.78431816
5401,48.809647,-114.9514,-7,999.5,4.708321,6.5277004,144,23.453533,1.8628583,15.44491557
5402,48.829006,-114.78868,-7,1236,4.565654,0.0081,0,0,0,19.51785063
