sc_point_gid,latitude,longitude,timezone,area_developable_sq_km,capacity_ac_mw,dist_spur_km
8497,48.8568651,-105.5555691,-7,5.63306402,13.35390667,25.08021428
8498,48.8666315,-105.3902657,-7,30.68126147,73.43317352,30.86095454
8499,48.87622817,-105.2249049,-7,5.100893921,12.05309814,32.5810974
8511,48.97811587,-103.2364628,-6,0.025514999,0.059773635,13.14
8514,48.99974906,-102.7382848,-6,0.002025,0.004812692,13.94205194
8876,48.74955523,-105.7038428,-7,10.9220491,25.54211566,15.83424674
8877,48.75947221,-105.5388821,-7,49.82456733,118.0609358,23.39799349
8878,48.76921987,-105.3738635,-7,38.15316343,92.83420909,19.34095454
8879,48.77879812,-105.2087879,-7,41.42221348,100.3412093,20.4363961
8880,48.78820686,-105.0436563,-7,6.894495154,16.28956936,24.81350647
8890,48.87295138,-103.3894726,-6,12.56040857,30.10275741,6.105655839
8891,48.88048967,-103.2237892,-6,36.13134727,87.01568077,1.62
8892,48.88785743,-103.0580616,-6,18.19489395,43.61671062,4.23
8893,48.89505458,-102.8922907,-6,22.31693174,53.42751793,3.367279221
8894,48.90208106,-102.7264776,-6,39.19377612,95.21807796,2.52
8895,48.90893679,-102.5606232,-6,9.712593127,23.15423676,1.62
9256,48.65219666,-105.6869302,-7,29.1174928,68.754955,24.71601297
9257,48.6620947,-105.5222532,-7,38.78414868,93.71120022,13.19601297
9258,48.67182373,-105.3575184,-7,40.62300293,101.7291692,7.746396103
9259,48.68138367,-105.192727,-7,30.95172158,79.65009093,8.767279221
9260,48.6907744,-105.0278798,-7,23.46605002,57.69118113,14.55880518
9261,48.69999586,-104.8629778,-7,12.21573538,29.28066426,26.0260844
9262,48.70904793,-104.6980221,-7,0.942083974,2.201351641,15.54131168
9269,48.76766243,-103.5419069,-6,0.224162952,0.52952147,20.0860844
9270,48.77535635,-103.3765558,-6,22.64636602,54.29875607,10.78035713
9271,48.78288014,-103.2111598,-6,40.83650991,101.4512376,8.525512986
9272,48.79023373,-103.0457197,-6,39.93204683,98.25952279,7.423675324
9273,48.79741703,-102.8802366,-6,35.57262129,86.64253529,1.297279221
9274,48.80442998,-102.7147116,-6,38.26970376,93.97885374,7.465798693
9275,48.8112725,-102.5491455,-6,15.4268465,36.92733998,0.09
9635,48.54480566,-105.8344124,-7,1.733192976,4.036846106,15.36505843
9636,48.55485345,-105.6700763,-7,38.21598984,90.34896288,18.90484415
9637,48.56473265,-105.5056819,-7,42.1863583,104.766361,9.726396103
9638,48.57444315,-105.3412301,-7,53.48690244,141.4518785,1.89
9639,48.58398487,-105.1767219,-7,30.94206328,84.73448247,2.79
9640,48.59335771,-105.0121582,-7,28.00938669,71.38228431,12.04565584
9641,48.60256157,-104.8475401,-7,32.74385647,81.49220897,23.64021428
9642,48.61159636,-104.6828683,-7,23.44041123,55.71997778,21.46276621
9643,48.62046201,-104.5181441,-7,1.176263965,2.75890777,11.38057141
9650,48.67777798,-103.3636841,-6,15.07499978,35.6773792,22.30035713
9651,48.68528736,-103.1985744,-6,39.11593623,95.10886784,18.96551299
9652,48.69262685,-103.0334209,-6,43.12133877,105.8786235,7.221837662
9653,48.69979637,-102.8682247,-6,34.89236367,85.10736277,2.188233765
9654,48.70679587,-102.7029866,-6,22.5844196,55.10475745,13.60918831
9655,48.71362526,-102.5377078,-6,9.293120508,21.97486008,5.975727266
9657,48.72677346,-102.2070316,-6,0.053279997,0.124810982,5.893675324
9658,48.73309214,-102.0416363,-6,3.299031024,7.866564735,0.27
9659,48.73924045,-101.8762041,-6,2.236832996,5.338969102,3.044558441
10009,48.38379479,-106.8003917,-7,0.957888034,2.238885693,16.43381818
10014,48.43729871,-105.9813311,-7,6.423857666,15.12150729,19.83837662
10015,48.44749565,-105.8173354,-7,20.53000767,48.273372,8.462194796
10016,48.45752439,-105.6532807,-7,27.87557454,65.79863489,7.384844148
10017,48.46738485,-105.489168,-7,49.38104883,122.8101616,5.087422074
10018,48.47707693,-105.3249982,-7,45.0334292,124.018336,1.235512986
10019,48.48660054,-105.1607722,-7,39.17989775,109.624928,8.325870119
10020,48.49595557,-104.9964911,-7,52.60652183,140.6780183,18.82078569
10021,48.50514194,-104.8321557,-7,42.59831924,112.0661555,26.41121425
10022,48.51415955,-104.6677671,-7,35.13804521,85.86401212,27.67231165
10023,48.52300833,-104.5033262,-7,11.80313075,27.96165565,21.21460387
10030,48.58021507,-103.3508571,-6,0.280979966,0.660952705,18.25255193
10031,48.58771011,-103.1860328,-6,5.45565553,12.95867122,11.21381818
10032,48.59503558,-103.0211649,-6,32.81369524,78.92754463,5.961837662
10033,48.6021914,-102.8562545,-6,42.0413335,101.6831172,2.97
10034,48.60917752,-102.6913025,-6,43.16013809,105.0236023,14.86653896
10035,48.61599385,-102.5263099,-6,12.60206938,29.85901,17.28484415
10037,48.62911689,-102.1962068,-6,0.023489999,0.054860752,2.381025971
10038,48.63542347,-102.0310983,-6,2.769569907,6.611202634,5.822863633
10039,48.64156001,-101.8659532,-6,1.850274165,4.422007226,14.56455844
10389,48.28661882,-106.7816977,-7,43.7428793,104.9698781,7.644701295
10390,48.29763439,-106.6182897,-7,19.12624167,45.30784042,3.103675324
10392,48.31916331,-106.2912844,-7,4.044267114,9.440237838,7.151025971
10394,48.34002192,-105.9640331,-7,24.90112837,58.90914574,19.28558441
10395,48.35019961,-105.8003175,-7,48.38788916,113.8842489,6.787279221
10396,48.36020941,-105.6365432,-7,23.2175228,54.58569305,4.881837662
10397,48.37005124,-105.4727112,-7,61.13505059,152.8338076,15.34212337
10398,48.37972499,-105.3088223,-7,54.0585813,147.7553414,6.771837662
10399,48.38923058,-105.1448777,-7,51.33414551,147.9619935,4.791837662
10400,48.39856791,-104.9808781,-7,51.87506572,146.3379824,10.11947402
10401,48.40773688,-104.8168246,-7,47.43002856,129.6991739,21.63947402
10402,48.41673741,-104.6527182,-7,25.32028557,65.309148,31.71307791
10403,48.42556942,-104.4885597,-7,12.17003445,29.56505144,21.59314934
10404,48.4342328,-104.3243501,-7,28.65068086,68.64362695,10.12587012
10405,48.44272749,-104.1600905,-7,19.15829956,45.443847,3.547279221
10406,48.45105339,-103.9957817,-7,4.306374097,10.1774052,2.97
10412,48.49745983,-103.0089514,-6,11.18592894,26.38373629,0.794558441
10413,48.50460203,-102.8443258,-6,35.70202749,85.05849488,1.8
10414,48.51157484,-102.6796589,-6,23.60028538,56.79248552,3.399259736
10415,48.51837818,-102.5149515,-6,14.75061317,35.09425415,12.81727922
10418,48.53777076,-102.020597,-6,0.132237017,0.315240604,0.254558441
10419,48.54389559,-101.855738,-6,0.377307068,0.893457482,8.657636354
10676,46.45560751,-121.5386359,-8,0.414503991,0.99101136,20.94240908
10769,48.18945587,-106.7630681,-7,32.57321462,80.9421517,2.939116882
10770,48.20045078,-106.5999377,-7,15.0773046,36.03410534,4.686396103
10771,48.21127862,-106.4367442,-7,7.013601343,16.61847534,7.43646753
10772,48.22193929,-106.2734886,-7,50.43641792,119.8549508,3.131909089
10773,48.23243269,-106.1101717,-7,24.38528335,57.28470442,14.92565584
10774,48.24275871,-105.9467946,-7,26.76776506,62.88566754,17.69646753
10775,48.25291725,-105.7833582,-7,27.3517106,64.11562733,5.601837662
10776,48.26290822,-105.6198634,-7,18.90101777,44.57288621,5.94
10777,48.27273151,-105.4563111,-7,57.51299004,145.0736674,17.35190909
10778,48.28238704,-105.2927024,-7,57.53986084,157.379964,5.713675324
10779,48.29187471,-105.129038,-7,43.84476211,134.6976542,4.814772721
10780,48.30119443,-104.9653191,-7,46.4664252,141.2358736,10.49226622
10781,48.3103461,-104.8015465,-7,29.4499626,83.53373553,16.84279221
10782,48.31932965,-104.6377213,-7,39.78986572,106.9085497,18.16455844
10783,48.32814497,-104.4738442,-7,43.01091299,110.4761262,16.00940259
10784,48.33679198,-104.3099164,-7,34.89061553,86.77589687,10.16954544
10785,48.34527061,-104.1459387,-7,45.45254883,112.5852698,3.621837662
10786,48.35358076,-103.9819122,-6,16.0886072,39.04710028,5.981025971
10792,48.3998993,-102.9967803,-6,0.051030002,0.119743683,0.72
10793,48.40702795,-102.8324386,-6,29.45262832,69.69756347,2.129116882
10794,48.41398753,-102.6680557,-6,49.45407539,117.4227613,0.487279221
10795,48.42077796,-102.5036326,-6,13.47855227,31.84996249,1.26
11055,46.33554669,-121.649535,-8,0.36295202,0.864731172,29.0860844
11056,46.36154845,-121.4963171,-8,0.434447998,1.033484644,32.519974
11149,48.09230559,-106.7445025,-7,4.130747864,10.21424157,0
11150,48.10327995,-106.5816488,-7,5.567741949,13.38451472,9.101240251
11151,48.11408755,-106.4187322,-7,34.32785537,83.40866195,9.057564928
11152,48.12472827,-106.2557539,-7,52.39193511,129.6022446,5.63646753
11153,48.13520202,-106.0927147,-7,39.91100581,95.22093863,6.380954544
11155,48.15564821,-105.7664573,-7,12.16579559,28.47332376,4.596396103
11156,48.16562044,-105.603241,-7,26.31635222,62.19162417,6.321837662
11157,48.17542531,-105.4399676,-7,57.07314185,141.9487953,5.570954544
11158,48.18506271,-105.2766379,-7,58.18676924,165.0834049,9.312123369
11159,48.19453256,-105.113253,-7,32.58582341,106.4181217,5.870285707
11160,48.20383477,-104.9498138,-7,55.93087178,175.02239,6.371909089
11161,48.21296924,-104.7863211,-7,49.6492585,143.7597803,5.151837662
11162,48.22193588,-104.6227761,-7,45.12009683,124.1209941,6.607279221
11163,48.23073461,-104.4591795,-7,32.41346309,84.63493895,5.438376618
11164,48.23936535,-104.2955325,-7,44.2409146,114.8004176,9.722194796
11165,48.247828,-104.1318358,-7,43.61385674,115.69355,6.860285707
11166,48.25612249,-103.9680905,-6,29.58004907,75.09222899,0.36
11167,48.26424874,-103.8042976,-6,3.076236035,7.310769949,0.81
11172,48.30235361,-102.9846513,-6,0.042525,0.10009114,2.197279221
11173,48.30946879,-102.8205924,-6,34.82741338,82.71285653,2.089188309
11174,48.31641521,-102.6564927,-6,14.6557437,34.58584843,7.623961031
11530,48.00612154,-106.5634226,-7,2.911068018,6.841206675,0
11531,48.016909,-106.4007821,-7,11.5193885,29.04032792,0.471837662
11532,48.02752989,-106.2380801,-7,25.63652769,65.21486221,5.825512986
11533,48.0379841,-106.0753176,-7,18.88741626,44.9079674,4.944701295
11534,48.04827155,-105.9124954,-7,2.273436008,5.302244705,1.53
11535,48.05839212,-105.7496145,-7,30.17682883,70.76548467,2.917279221
11536,48.06834572,-105.5866758,-7,2.696291949,6.280964418,3.935512986
11537,48.07813226,-105.4236802,-7,15.11764146,36.43261973,8.128233765
11538,48.08775164,-105.2606288,-7,24.21197183,66.70272673,5.779188309
11539,48.09720377,-105.0975223,-7,20.14511528,66.7634026,1.747279221
11540,48.10648855,-104.9343618,-7,23.56245901,72.86225233,4.088376618
11541,48.11560591,-104.7711482,-7,20.09115022,57.88932514,6.598233765
11542,48.12455575,-104.6078824,-7,21.54443379,58.85611325,5.109259736
11543,48.13333798,-104.4445654,-7,32.39778713,85.05597068,6.031097398
11544,48.14195253,-104.2811981,-7,39.18394775,103.130477,2.377279221
11545,48.1503993,-104.1177815,-7,37.07534927,101.5924417,0.72
11546,48.15867821,-103.9543166,-6,32.49192393,82.84850149,2.017279221
11547,48.1667892,-103.7908042,-6,4.342229846,10.44765614,0.36
11552,48.20482239,-102.9725641,-6,8.160867169,19.32342189,4.956396103
11553,48.21192417,-102.8087872,-6,29.80220581,71.06731115,2.545584412
11909,47.89804158,-106.707562,-7,0.169200003,0.396111099,17.83124025
11911,47.91974262,-106.3828934,-7,1.784267867,4.81640324,12.83756493
11912,47.93034378,-106.2204669,-7,9.763380286,24.77584285,0.217279221
11913,47.94077857,-106.0579801,-7,2.625695782,6.211567213,9.74293506
11914,47.95104688,-105.895434,-7,0.00162,0.003778913,13.99742207
11915,47.96114862,-105.7328295,-7,12.43560608,29.08784011,15.61367532
11917,47.980852,-105.4074488,-7,11.10524436,26.84518097,7.597279221
11918,47.99045345,-105.2446746,-7,37.21333008,104.3115185,17.63205194
11919,47.99988796,-105.0818456,-7,37.49661255,118.6767415,13.60279221
11920,48.00915542,-104.9189629,-7,32.8860356,97.73736453,15.68777921
11921,48.01825576,-104.7560274,-7,41.45425356,115.9378586,18.01279221
11922,48.02718889,-104.5930399,-7,36.55569551,98.02002581,16.85293506
11923,48.03595471,-104.4300015,-7,19.69335835,51.62081948,16.46314934
11924,48.04455315,-104.2669131,-7,22.2554718,58.39291024,16.8513831
11925,48.05298413,-104.1037756,-7,25.40240288,67.86548005,5.205655839
11926,48.06124755,-103.94059,-6,24.4571313,61.47283564,1.272792206
11927,48.06934335,-103.7773572,-6,0.107162989,0.258135115,2.660071427
11932,48.10730527,-102.9605187,-6,22.99636868,54.82099775,13.78279221
11933,48.11439372,-102.7970228,-6,22.70822344,54.74134095,17.35785063
11934,48.12131403,-102.6334863,-6,0.214632001,0.506141005,11.14190909
12290,47.81184054,-106.5271571,-7,6.278039868,16.37075729,117.393909
12291,47.82258806,-106.365066,-7,3.510396085,9.252917527,18.9021948
12292,47.8331696,-106.202914,-7,1.195308037,3.047293054,3.948305192
12297,47.88358417,-105.391273,-7,20.79853176,50.98745058,7.805512986
12298,47.8931678,-105.2287751,-7,38.56362144,108.7996107,19.32551299
12299,47.90258477,-105.0662228,-7,41.17883379,123.1165941,26.294987
12300,47.91183501,-104.9036169,-7,39.89490469,112.1885635,14.774987
12301,47.92091842,-104.7409585,-7,47.59596782,128.2500006,6.418233765
12302,47.92983493,-104.5782484,-7,42.43492705,111.2008312,7.237279221
12303,47.93858443,-104.4154877,-7,31.34914365,80.72055594,6.946538957
12304,47.94716686,-104.2526772,-7,35.09471733,89.78744308,6.586538957
12305,47.95558212,-104.0898179,-7,24.36526077,61.85124522,1.567279221
12306,47.96383014,-103.9269107,-7,8.972054187,21.69090163,7.669188309
12311,48.0025589,-103.1116894,-6,22.37764614,53.30764456,2.811837662
12312,48.00980187,-102.9485147,-6,48.69564565,117.787634,1.98
12313,48.01687707,-102.7852988,-6,41.65112549,102.1236202,9.211980515
12314,48.02378443,-102.6220426,-6,12.81036555,30.86618642,11.91307791
12668,47.69276519,-106.8325675,-7,0.034991998,0.081992797,52.05701295
12670,47.71471725,-106.5091172,-7,1.508471988,4.095678984,67.58973373
12676,47.77659628,-105.5373201,-7,2.680812021,6.394369408,3.283675324
12677,47.78632842,-105.3751526,-7,27.79583225,70.71482144,8.407279221
12678,47.79589431,-105.2129301,-7,53.85484336,153.6411745,20.00183766
12679,47.80529385,-105.0506534,-7,51.80714912,146.8565578,25.95947402
12680,47.81452696,-104.8883234,-7,43.92942451,116.555399,14.43947402
12681,47.82359354,-104.7259412,-7,45.09891343,116.4135036,5.608233765
12682,47.83249351,-104.5635076,-7,45.13737656,115.1409223,4.357279221
12683,47.84122678,-104.4010236,-7,31.16955938,78.63466746,3.277279221
12684,47.84979328,-104.2384901,-7,42.21568125,105.7258284,2.324558441
12685,47.85819292,-104.075908,-7,24.79204731,61.30672666,2.017279221
12686,47.86642562,-103.9132783,-7,7.678448492,18.19412338,1.027279221
12690,47.89768549,-103.2623017,-6,8.698509119,20.56523194,0.614558441
12691,47.90508235,-103.0994479,-6,37.14962563,89.65702808,9.067707781
12692,47.91231182,-102.936552,-6,41.89676748,104.6863101,0.959116882
12693,47.91937384,-102.7736152,-6,32.42582271,83.43132337,12.29007143
12694,47.92626833,-102.6106382,-6,8.929017993,21.95719068,4.056396103
13048,47.59569318,-106.8140453,-7,0.534347987,1.271803944,146.8150519
13049,47.60673167,-106.6526231,-7,9.675107886,24.53658813,77.88765579
13056,47.67937018,-105.5209806,-7,13.16646101,31.57147526,2.017279221
13057,47.68908439,-105.3590873,-7,55.13310088,141.9977732,9.614558441
13058,47.69863265,-105.1971392,-7,49.92300923,136.2569055,21.20911688
13059,47.70801485,-105.0351372,-7,48.73425513,129.5376715,30.73121425
13060,47.71723091,-104.8730823,-7,44.8689019,113.2028596,21.899974
13061,47.72628075,-104.7109753,-7,58.7995374,146.6759602,17.12823376
13062,47.73516428,-104.5488173,-7,51.28370244,127.6235345,16.88116882
13063,47.74388141,-104.386609,-7,39.4225418,97.29756573,5.361168825
13064,47.75243207,-104.2243515,-7,33.56600449,82.5438505,2.815584412
13065,47.76081616,-104.0620457,-7,18.68586152,44.9828664,8.609116882
13066,47.76903363,-103.8996925,-7,9.537570044,22.54784191,7.468448045
13069,47.79268542,-103.4123579,-6,0.029385,0.069101085,0.27
13070,47.80023557,-103.2498245,-6,15.37756227,36.69111895,4.82646753
13071,47.80761871,-103.0872483,-6,30.25833311,74.80289555,1.89
13072,47.81483477,-102.9246304,-6,33.77765654,85.59410909,1.970954544
13073,47.82188368,-102.7619716,-6,30.02309099,77.29273234,7.43646753
13074,47.82876537,-102.599273,-6,9.515726147,23.37996688,6.937493501
13428,47.49863162,-106.795586,-7,7.911216211,18.91294364,70.30581813
13429,47.50964993,-106.6344346,-7,38.03994141,100.1838125,59.18949345
13430,47.52050333,-106.4732215,-7,9.012968481,24.77988719,49.57538957
13436,47.58215536,-105.5046967,-7,25.83901978,61.69542917,1.670071427
13437,47.59185173,-105.3430767,-7,57.10765781,144.6152466,12.16124025
13438,47.60138244,-105.1814021,-7,47.24435742,119.7428572,23.68124025
13439,47.6107474,-105.019674,-7,51.56213599,126.3380169,35.27579869
13440,47.61994651,-104.8578931,-7,43.09217798,103.6106115,33.419974
13441,47.6289797,-104.6960605,-7,48.37716299,117.7412727,29.38851947
13442,47.63784687,-104.5341771,-7,45.73562959,111.3069692,17.86851947
13443,47.64654795,-104.3722437,-7,39.24453164,94.54105602,6.559402589
13444,47.65508285,-104.2102613,-7,24.0853678,58.12782606,4.273675324
13445,47.66345149,-104.0482309,-7,31.80159866,76.19559631,13.19756493
13449,47.69526193,-103.3996469,-6,1.203488992,2.84378614,3.801837662
13450,47.70279813,-103.23739,-6,26.20208804,62.93006137,2.52374675
13451,47.71016763,-103.0750905,-6,19.75988672,50.01839575,11.66226622
13452,47.71737034,-102.9127496,-6,25.9536063,65.40831609,5.534772721
13453,47.72440621,-102.750368,-6,33.76837002,84.07721147,5.030954544
13454,47.73127517,-102.5879467,-6,22.77201489,55.2714491,12.12661038
13455,47.73797715,-102.4254866,-6,4.539716785,10.73487923,20.29431816
13725,45.92751694,-119.8333125,-8,1.263275931,3.020370509,4.422792206
13726,45.95170459,-119.6803862,-8,11.58595148,28.19508752,3.871097398
13727,45.97574014,-119.527334,-8,16.03813546,38.4891903,3.988233765
13728,45.99962341,-119.3741564,-8,4.026851917,9.535776516,4.490954544
13808,47.40158015,-106.7771893,-7,65.95930854,158.816789,67.95348048
13809,47.41257839,-106.6163079,-7,53.25669316,135.242947,56.48245451
13810,47.42341202,-106.4553651,-7,0.136080009,0.372376784,45.11157139
13816,47.48495145,-105.4884683,-7,42.04314097,99.80446553,3.33
13817,47.49463008,-105.3271206,-7,63.12560186,153.8639438,13.55336362
13818,47.50414335,-105.1657187,-7,37.00643994,88.7375168,22.41018828
13819,47.51349115,-105.0042634,-7,7.698996606,18.18995293,32.27775321
13820,47.5226734,-104.8427557,-7,31.49817495,74.25601864,29.79768178
13821,47.53169003,-104.6811966,-7,53.33959951,127.1844104,21.58739608
13822,47.54054094,-104.5195868,-7,43.48346572,104.1050383,13.03145453
13823,47.54922605,-104.3579274,-7,36.01261978,85.0817873,2.980142853
13824,47.55774528,-104.1962192,-7,20.07320405,47.68168445,7.173961031
13825,47.56609855,-104.0344632,-7,23.08059009,54.70971787,4.178376618
13828,47.59016183,-103.5489174,-6,2.989457913,7.07233095,3.395512986
13829,47.59785049,-103.3869793,-6,6.396399536,15.08333867,11.01198052
13830,47.60537282,-103.2249979,-6,29.69244844,72.31148132,0.524558441
13831,47.61272874,-103.0629743,-6,28.37960969,71.9894939,11.0763961
13832,47.61991819,-102.9009094,-6,26.17306963,65.61686446,2.849116882
13833,47.62694109,-102.738804,-6,29.35481331,71.39944912,0.853675324
13834,47.63379738,-102.5766591,-6,28.04104907,67.47991831,3.755512986
13835,47.640487,-102.4144757,-6,4.479902655,10.56198821,15.49918831
14105,45.83304672,-119.7941138,-8,3.450681079,8.278083295,0.307279221
14106,45.85719379,-119.6414177,-8,3.29969696,8.138970179,0.487279221
14107,45.88118897,-119.4885962,-8,33.90850635,82.31862325,0.09
14108,45.90503206,-119.33565,-8,2.157218756,5.118703938,0.307279221
14187,47.29339595,-106.9194052,-7,6.109488281,14.3783945,85.00359733
14188,47.30453844,-106.7588549,-7,57.25332729,138.7656455,73.02875319
14189,47.31551672,-106.5982426,-7,25.53260405,63.63615786,61.60140254
14190,47.32633067,-106.4375692,-7,1.018988985,2.464040709,50.17961687
14191,47.3369802,-106.2768356,-7,8.230841895,19.44525369,38.45777921
14196,47.38775812,-105.4722951,-7,5.262462323,12.38739138,0.09
14197,47.3974191,-105.3112188,-7,31.49524028,74.39644284,6.013006486
14198,47.40691501,-105.1500886,-7,3.935807996,9.176057856,15.39438959
14200,47.42541124,-104.8276699,-7,7.638777081,17.8481988,21.06548699
14201,47.4344114,-104.6663832,-7,51.51816738,122.1958349,12.66880518
14202,47.44324613,-104.5050462,-7,31.74695332,75.91053145,5.016610383
14203,47.45191536,-104.3436598,-7,22.31381711,53.00242852,3.131909089
14204,47.460419,-104.1822249,-7,32.2245646,75.88047585,13.94049999
14205,47.46875698,-104.0207424,-7,8.847098438,20.8929484,15.4874935
14208,47.49277618,-103.5360185,-6,12.85779584,30.53293964,14.99007143
14209,47.50045074,-103.3743549,-7,2.217428888,5.247535199,8.969116882
14210,47.50795927,-103.2126482,-7,6.16057207,14.73447247,0.937279221
14211,47.5153017,-103.0508995,-7,13.57056914,34.06549007,16.58403246
14212,47.52247795,-102.8891096,-7,26.4477063,66.07463454,3.097279221
14213,47.52948795,-102.7272795,-7,13.41828083,33.16703263,11.00403246
14214,47.53633165,-102.5654102,-6,9.843623877,23.78578261,13.74661038
14215,47.54300897,-102.4035024,-6,0.246383986,0.580272006,14.12470129
14485,45.73857268,-119.755041,-8,11.09505608,26.46028813,6.754844148
14486,45.76267937,-119.6025745,-8,22.70156309,55.02893047,1.62
14487,45.78663437,-119.4499833,-8,12.87033245,31.05571773,0.974558441
14564,47.16203412,-107.3813333,-7,2.557691922,5.968232392,125.1144545
14568,47.20750615,-106.7405826,-7,11.01902366,25.91150773,74.88174024
14569,47.21846457,-106.5802385,-7,45.73494932,109.2235319,63.13806491
14570,47.22925895,-106.4198336,-7,68.17965381,164.0908429,49.67954544
14571,47.23988919,-106.2593687,-7,32.64762744,76.98004778,37.56307791
14580,47.32815968,-104.8126352,-7,11.17120518,26.13933805,14.93424674
14581,47.33714345,-104.6516202,-7,52.21632568,124.3908516,4.215655839
14582,47.34596209,-104.490555,-7,33.81092271,81.83127861,3.781097398
14583,47.35461552,-104.3294407,-7,26.11209617,62.58155726,11.74961687
14584,47.36310366,-104.1682782,-7,5.712489404,13.43207461,19.649974
14588,47.39540179,-103.5231636,-7,15.35091295,36.12483643,2.557279221
14589,47.40306233,-103.3617735,-7,0.727722077,1.713490204,2.594558441
14590,47.41055714,-103.2003405,-7,0.646668004,1.525570127,0.36
14591,47.41788614,-103.0388658,-7,19.97415901,48.54618925,4.780142853
14592,47.42504926,-102.87735,-7,36.42185962,90.94075432,1.297279221
14593,47.43204644,-102.7157943,-7,36.34011211,91.14497428,0.09
14594,47.4388776,-102.5541995,-7,44.03187686,107.4395352,0.9
14595,47.4455427,-102.3925666,-7,10.34817319,24.59823778,1.747279221
14851,45.29136394,-121.8340303,-8,0.179460001,0.431280955,14.34042856
14936,46.96648365,-108.6382565,-7,0.366605986,0.87450701,61.16135711
14939,47.00468285,-108.1601961,-7,10.79402421,25.45065733,78.27762979
14940,47.01709067,-108.0007031,-7,0.312912,0.743037085,88.27557785
14943,47.05333681,-107.5218177,-7,34.53577383,82.59323342,111.5751687
14944,47.06509273,-107.3620565,-7,44.02524419,106.8007341,115.3062727
14945,47.07668541,-107.2022305,-7,18.07400698,42.89323228,110.6928831
14948,47.11048293,-106.722372,-7,27.18594932,64.52275544,77.26761036
14949,47.1214216,-106.5622952,-7,78.43438037,187.383657,65.59849348
14950,47.13219651,-106.4021579,-7,81.36440508,195.2402053,53.85481815
14951,47.14280758,-106.2419609,-7,41.73670942,98.10216981,42.33481815
14960,47.23091837,-104.7976515,-7,20.32361982,48.06054947,8.424915575
14961,47.23988584,-104.6369072,-7,35.01790972,84.99578214,1.781909089
14962,47.24868848,-104.476113,-7,29.36120273,72.2682583,11.28682466
14963,47.2573262,-104.3152699,-7,33.15286692,79.25038141,19.65637011
14964,47.26579892,-104.1543788,-7,3.837915115,8.978273335,28.54672724
14968,47.29803831,-103.5103524,-7,1.572623849,3.692346903,9.111837662
14971,47.32048171,-103.026873,-7,31.64208442,75.97266051,0.974558441
14972,47.32763177,-102.8656305,-7,43.47557139,109.8212119,3.991980515
14973,47.33461619,-102.7043482,-7,39.31468286,101.1926334,3.749116882
14974,47.3414349,-102.5430271,-7,46.57959185,115.9543433,0.27
14975,47.34808783,-102.3816679,-7,20.42833447,48.83058893,0.471837662
15230,45.1711887,-121.9421555,-8,0.144720001,0.343949253,19.08594155
15231,45.19746169,-121.7920742,-8,0.676079942,1.621517756,21.06594155
15315,46.85669204,-108.7758843,-7,7.759566156,18.47125564,45.63703894
15316,46.86972672,-108.6169353,-7,7.229934229,17.38550941,48.74665581
15317,46.88259931,-108.4579149,-7,4.101291183,9.708501756,53.1546493
15318,46.89530971,-108.298824,-7,0.0315,0.074437996,61.96779864
15319,46.90785779,-108.1396634,-7,10.10119537,23.69796022,70.40221423
15320,46.92024345,-107.9804339,-7,0.235565998,0.552646863,73.99225966
15323,46.95642478,-107.502341,-7,26.84397744,65.80872587,105.3945779
15324,46.96815965,-107.3428447,-7,40.36384248,103.1408893,103.0135519
15325,46.97973156,-107.1832839,-7,35.1212124,85.56933642,98.91832463
15326,46.9911404,-107.0236593,-7,5.429592059,12.87133001,94.8921688
15328,47.01346846,-106.7042227,-7,53.5743334,127.7359799,83.47405189
15329,47.02438748,-106.5444123,-7,78.57268154,189.0805952,70.41016229
15330,47.03514303,-106.3845418,-7,79.18267324,188.9350812,59.15376618
15331,47.04573502,-106.2246119,-7,68.74559385,161.9879715,47.5810454
15339,47.12457124,-104.9431427,-7,0.840771002,1.980691061,2.051909089
15340,47.13368696,-104.7827186,-7,31.79145784,75.67737734,0.09
15341,47.14263823,-104.622244,-7,26.23884258,64.94675061,3.389116882
15342,47.15142494,-104.4617199,-7,30.10113853,75.26370462,3.250142853
15343,47.16004703,-104.3011471,-7,43.22182544,104.9560801,12.41424674
15351,47.22308806,-103.0149209,-7,43.07841826,103.4993369,1.970954544
15352,47.23022514,-102.8539507,-7,38.41902773,99.29988811,6.574844148
15353,47.23719687,-102.692941,-7,38.16446704,102.8374856,1.53
15354,47.24400318,-102.5318926,-7,47.19714961,121.6446942,0.72
15355,47.25064402,-102.3708064,-7,24.05876396,57.79645185,0.09
15609,45.05094332,-122.0498432,-8,0.209124014,0.517027632,3.957350647
15610,45.07732169,-121.9001133,-8,0.507708002,1.395049481,5.689188309
15611,45.10355204,-121.7502507,-8,4.846319879,12.5588927,7.660142853
15612,45.12963415,-121.600256,-8,5.962247644,15.20993752,6.341025971
15613,45.15556785,-121.4501298,-8,2.2252681,5.496955549,10.69190909
15614,45.18135292,-121.2998726,-8,5.072562213,12.18478278,1.229116882
15695,46.75996528,-108.7543733,-7,15.56941421,37.17386288,33.52057141
15696,46.77297683,-108.5956855,-7,46.76022026,113.9616932,36.70474672
15697,46.78582656,-108.4369268,-7,15.31281665,36.5318157,43.1635519
15705,46.8827858,-107.1644009,-7,0.101142,0.244363643,88.18913632
15706,46.89417426,-107.005041,-7,0.422351978,1.003210309,82.70114283
